Date_(M/D/Y),Experiment_Day,Jar_#,Jar_ID,Temperature_Cycle,Temperature_Cycle_Day,Temperature_Cycle_Total_Days,Temperature_Cycle_Number,Temperature_C,Enrichment_(gPP/L),Sample_Volume_(mL),Dilution_Volume_(mL),Sub_Sample_Volume_(mL),E.patella_abundance_(#protists),Diluted_E.patella_(yes/no),T.pyriformis_abundance_(#protists),Diluted_T.pyriformis_(yes/no),E.patella_Density_(#protists/mL),T.pyriformis_Density_(#protists/mL)
07/02/20,23,95,FLE1,F,24,36,1,27,0.1,0.3,0.0,N/A,1,NO,0,NO,3.333333333,0
07/02/20,23,96,FLE2,F,24,36,1,27,0.1,0.3,0.0,N/A,1,NO,0,NO,3.333333333,0
07/02/20,23,97,FLE3,F,24,36,1,27,0.1,0.3,0.0,N/A,1,NO,0,NO,3.333333333,0
07/02/20,23,98,FLE4,F,24,36,1,27,0.1,0.3,0.0,N/A,6,NO,0,NO,20,0
07/02/20,23,99,FLE5,F,24,36,1,27,0.1,0.3,0.0,N/A,1,NO,0,NO,3.333333333,0
07/02/20,23,91,FLT1,F,24,36,1,27,0.1,0.3,6.0,0.3,N/A,N/A,57,YES,N/A,3990
07/02/20,23,92,FLT2,F,24,36,1,27,0.1,0.3,6.0,0.3,N/A,N/A,42,YES,N/A,2940
07/02/20,23,93,FLT3,F,24,36,1,27,0.1,0.3,6.0,0.3,N/A,N/A,67,YES,N/A,4690
07/02/20,23,94,FLT4,F,24,36,1,27,0.1,0.3,6.0,0.3,N/A,N/A,65,YES,N/A,4550
07/03/20,24,14,AHE1,A,9,16,2,27,0.4,0.3,0.0,N/A,2,NO,5,NO,6.666666667,16.66666667
07/03/20,24,15,AHE2,A,9,16,2,27,0.4,0.3,0.0,N/A,3,NO,0,NO,10,0
07/03/20,24,16,AHE3,A,9,16,2,27,0.4,0.3,0.0,N/A,4,NO,0,NO,13.33333333,0
07/03/20,24,17,AHE4,A,9,16,2,27,0.4,0.3,0.0,N/A,5,NO,0,NO,16.66666667,0
07/03/20,24,18,AHE5,A,9,16,2,27,0.4,0.3,0.0,N/A,5,NO,0,NO,16.66666667,0
07/03/20,24,10,AHT1,A,9,16,2,27,0.4,0.3,10.0,0.3,N/A,N/A,52,YES,N/A,5951.111111
07/03/20,24,11,AHT2,A,9,16,2,27,0.4,0.3,10.0,0.3,N/A,N/A,59,YES,N/A,6752.222222
07/03/20,24,12,AHT3,A,9,16,2,27,0.4,0.3,10.0,0.3,N/A,N/A,42,YES,N/A,4806.666667
07/03/20,24,13,AHT4,A,9,16,2,27,0.4,0.3,10.0,0.3,N/A,N/A,54,YES,N/A,6180
07/03/20,24,5,ALE1,A,9,16,2,27,0.1,0.3,0.0,N/A,0,NO,0,NO,0,0
07/03/20,24,6,ALE2,A,9,16,2,27,0.1,0.3,0.0,N/A,0,NO,0,NO,0,0
07/03/20,24,7,ALE3,A,9,16,2,27,0.1,0.3,0.0,N/A,16,NO,0,NO,53.33333333,0
07/03/20,24,8,ALE4,A,9,16,2,27,0.1,0.3,0.0,N/A,12,NO,1,NO,40,3.333333333
07/03/20,24,9,ALE5,A,9,16,2,27,0.1,0.3,0.0,N/A,4,NO,0,NO,13.33333333,0
07/03/20,24,1,ALT1,A,9,16,2,27,0.1,0.3,6.0,0.3,N/A,N/A,57,YES,N/A,3990
07/03/20,24,2,ALT2,A,9,16,2,27,0.1,0.3,6.0,0.3,N/A,N/A,72,YES,N/A,5040
07/03/20,24,3,ALT3,A,9,16,2,27,0.1,0.3,6.0,0.3,N/A,N/A,41,YES,N/A,2870
07/03/20,24,4,ALT4,A,9,16,2,27,0.1,0.3,8.0,0.3,N/A,N/A,69,YES,N/A,6363.333333
07/03/20,24,32,BHE1,B,5,20,2,22,0.4,0.3,0.0,N/A,9,NO,0,NO,30,0
07/03/20,24,33,BHE2,B,5,20,2,22,0.4,0.3,0.0,N/A,4,NO,0,NO,13.33333333,0
07/03/20,24,34,BHE3,B,5,20,2,22,0.4,0.3,0.0,N/A,12,NO,0,NO,40,0
07/03/20,24,35,BHE4,B,5,20,2,22,0.4,0.3,0.0,N/A,0,NO,0,NO,0,0
07/03/20,24,36,BHE5,B,5,20,2,22,0.4,0.3,0.0,N/A,6,NO,0,NO,20,0
07/03/20,24,28,BHT1,B,5,20,2,22,0.4,0.3,10.0,0.3,N/A,N/A,56,YES,N/A,6408.888889
07/03/20,24,29,BHT2,B,5,20,2,22,0.4,0.3,10.0,0.3,N/A,N/A,47,YES,N/A,5378.888889
07/03/20,24,30,BHT3,B,5,20,2,22,0.4,0.3,10.0,0.3,N/A,N/A,85,YES,N/A,9727.777778
07/03/20,24,31,BHT4,B,5,20,2,22,0.4,0.3,10.0,0.3,N/A,N/A,56,YES,N/A,6408.888889
07/03/20,24,23,BLE1,B,5,20,2,22,0.1,0.3,0.0,N/A,1,NO,0,NO,3.333333333,0
07/03/20,24,24,BLE2,B,5,20,2,22,0.1,0.3,4.0,0.3,0,NO,18,YES,0,860
07/03/20,24,25,BLE3,B,5,20,2,22,0.1,0.3,0.0,N/A,0,NO,0,NO,0,0
07/03/20,24,26,BLE4,B,5,20,2,22,0.1,0.3,0.0,N/A,1,NO,0,NO,3.333333333,0
07/03/20,24,27,BLE5,B,5,20,2,22,0.1,0.3,0.0,N/A,1,NO,1,NO,3.333333333,3.333333333
07/03/20,24,19,BLT1,B,5,20,2,22,0.1,0.3,6.0,0.3,N/A,N/A,59,YES,N/A,4130
07/03/20,24,20,BLT2,B,5,20,2,22,0.1,0.3,6.0,0.3,N/A,N/A,20,YES,N/A,1400
07/03/20,24,21,BLT3,B,5,20,2,22,0.1,0.3,6.0,0.3,N/A,N/A,34,YES,N/A,2380
07/03/20,24,22,BLT4,B,5,20,2,22,0.1,0.3,6.0,0.3,N/A,N/A,19,YES,N/A,1330
08/19/20,71,52,CHE3,C,24,24,3,27,0.4,0.3,0.0,N/A,0,NO,0,NO,0,0
08/21/20,73,52,CHE3,C,2,24,4,22,0.4,0.3,0.0,N/A,0,NO,0,NO,0,0
08/24/20,76,52,CHE3,C,5,24,4,22,0.4,0.3,0.0,N/A,0,NO,0,NO,0,0
08/26/20,78,52,CHE3,C,7,24,4,22,0.4,0.3,0.0,N/A,0,NO,0,NO,0,0
08/28/20,80,52,CHE3,C,9,24,4,22,0.4,0.3,0.0,N/A,0,NO,0,NO,0,0
07/03/20,24,46,CHT1,C,1,24,2,22,0.4,0.3,10.0,0.3,N/A,N/A,62,YES,N/A,7095.555556
07/03/20,24,47,CHT2,C,1,24,2,22,0.4,0.3,10.0,0.3,N/A,N/A,75,YES,N/A,8583.333333
07/03/20,24,48,CHT3,C,1,24,2,22,0.4,0.3,10.0,0.3,N/A,N/A,66,YES,N/A,7553.333333
07/03/20,24,49,CHT4,C,1,24,2,22,0.4,0.3,10.0,0.3,N/A,N/A,64,YES,N/A,7324.444444
06/10/20,1,53,CHE4,C,2,24,1,22,0.4,0.3,10.0,0.3,1,NO,27,YES,3.333333333,3090
06/12/20,3,53,CHE4,C,4,24,1,22,0.4,0.3,6.0,0.3,3,NO,24,YES,10,1680
06/15/20,6,53,CHE4,C,7,24,1,22,0.4,0.3,0.0,N/A,10,NO,0,NO,33.33333333,0
06/17/20,8,53,CHE4,C,9,24,1,22,0.4,0.3,0.0,N/A,16,NO,0,NO,53.33333333,0
06/19/20,10,53,CHE4,C,11,24,1,22,0.4,0.3,0.0,N/A,21,NO,0,NO,70,0
07/03/20,24,37,CLT1,C,1,24,2,22,0.1,0.3,8.0,0.3,N/A,N/A,82,YES,N/A,7562.222222
07/03/20,24,38,CLT2,C,1,24,2,22,0.1,0.3,6.0,0.3,N/A,N/A,55,YES,N/A,3850
07/03/20,24,39,CLT3,C,1,24,2,22,0.1,0.3,6.0,0.3,N/A,N/A,51,YES,N/A,3570
07/03/20,24,40,CLT4,C,1,24,2,22,0.1,0.3,6.0,0.3,N/A,N/A,52,YES,N/A,3640
07/04/20,25,68,DHE1,D,26,28,1,27,0.4,0.3,0.0,N/A,3,NO,0,NO,10,0
07/04/20,25,69,DHE2,D,26,28,1,27,0.4,0.3,0.0,N/A,3,NO,0,NO,10,0
07/04/20,25,70,DHE3,D,26,28,1,27,0.4,0.3,0.0,N/A,7,NO,0,NO,23.33333333,0
07/04/20,25,71,DHE4,D,26,28,1,27,0.4,0.3,0.0,N/A,6,NO,0,NO,20,0
07/04/20,25,72,DHE5,D,26,28,1,27,0.4,0.3,0.0,N/A,7,NO,1,NO,23.33333333,3.333333333
07/04/20,25,64,DHT1,D,26,28,1,27,0.4,0.3,10.0,0.3,N/A,N/A,86,YES,N/A,9842.222222
07/04/20,25,65,DHT2,D,26,28,1,27,0.4,0.3,10.0,0.3,N/A,N/A,77,YES,N/A,8812.222222
07/04/20,25,66,DHT3,D,26,28,1,27,0.4,0.3,10.0,0.3,N/A,N/A,79,YES,N/A,9041.111111
07/04/20,25,67,DHT4,D,26,28,1,27,0.4,0.3,10.0,0.3,N/A,N/A,85,YES,N/A,9727.777778
07/04/20,25,59,DLE1,D,26,28,1,27,0.1,0.3,0.0,N/A,4,NO,4,NO,13.33333333,13.33333333
07/04/20,25,60,DLE2,D,26,28,1,27,0.1,0.3,0.0,N/A,0,NO,0,NO,0,0
07/04/20,25,61,DLE3,D,26,28,1,27,0.1,0.3,0.0,N/A,1,NO,12,NO,3.333333333,40
07/04/20,25,62,DLE4,D,26,28,1,27,0.1,0.3,0.0,N/A,0,NO,0,NO,0,0
07/04/20,25,63,DLE5,D,26,28,1,27,0.1,0.3,0.0,N/A,1,NO,0,NO,3.333333333,0
07/04/20,25,55,DLT1,D,26,28,1,27,0.1,0.3,6.0,0.3,N/A,N/A,20,YES,N/A,1400
07/04/20,25,56,DLT2,D,26,28,1,27,0.1,0.3,6.0,0.3,N/A,N/A,75,YES,N/A,5250
07/04/20,25,57,DLT3,D,26,28,1,27,0.1,0.3,6.0,0.3,N/A,N/A,48,YES,N/A,3360
07/04/20,25,58,DLT4,D,26,28,1,27,0.1,0.3,6.0,0.3,N/A,N/A,80,YES,N/A,5600
07/04/20,25,86,EHE1,E,26,32,1,27,0.4,0.3,0.0,N/A,0,NO,0,NO,0,0
07/04/20,25,87,EHE2,E,26,32,1,27,0.4,0.3,6.0,0.3,5,NO,61,YES,16.66666667,4270
07/04/20,25,88,EHE3,E,26,32,1,27,0.4,0.3,0.0,N/A,4,NO,0,NO,13.33333333,0
07/04/20,25,89,EHE4,E,26,32,1,27,0.4,0.3,0.0,N/A,0,NO,0,NO,0,0
07/04/20,25,90,EHE5,E,26,32,1,27,0.4,0.3,0.0,N/A,4,NO,1,NO,13.33333333,3.333333333
07/04/20,25,82,EHT1,E,26,32,1,27,0.4,0.3,10.0,0.3,N/A,N/A,56,YES,N/A,6408.888889
07/04/20,25,83,EHT2,E,26,32,1,27,0.4,0.3,10.0,0.3,N/A,N/A,88,YES,N/A,10071.11111
07/04/20,25,84,EHT3,E,26,32,1,27,0.4,0.3,10.0,0.3,N/A,N/A,47,YES,N/A,5378.888889
07/04/20,25,85,EHT4,E,26,32,1,27,0.4,0.3,10.0,0.3,N/A,N/A,53,YES,N/A,6065.555556
07/04/20,25,77,ELE1,E,26,32,1,27,0.1,0.3,0.0,N/A,0,NO,0,NO,0,0
07/04/20,25,78,ELE2,E,26,32,1,27,0.1,0.3,0.0,N/A,0,NO,0,NO,0,0
07/04/20,25,79,ELE3,E,26,32,1,27,0.1,0.3,0.0,N/A,10,NO,0,NO,33.33333333,0
07/04/20,25,80,ELE4,E,26,32,1,27,0.1,0.3,0.0,N/A,0,NO,0,NO,0,0
07/04/20,25,81,ELE5,E,26,32,1,27,0.1,0.3,0.0,N/A,3,NO,0,NO,10,0
07/04/20,25,73,ELT1,E,26,32,1,27,0.1,0.3,6.0,0.3,N/A,N/A,74,YES,N/A,5180
07/04/20,25,74,ELT2,E,26,32,1,27,0.1,0.3,6.0,0.3,N/A,N/A,68,YES,N/A,4760
07/04/20,25,75,ELT3,E,26,32,1,27,0.1,0.3,6.0,0.3,N/A,N/A,33,YES,N/A,2310
07/04/20,25,76,ELT4,E,26,32,1,27,0.1,0.3,6.0,0.3,N/A,N/A,27,YES,N/A,1890
07/04/20,25,104,FHE1,F,26,36,1,27,0.4,0.3,6.0,0.3,2,NO,84,YES,6.666666667,5880
07/04/20,25,105,FHE2,F,26,36,1,27,0.4,0.3,0.0,N/A,3,NO,0,NO,10,0
07/04/20,25,106,FHE3,F,26,36,1,27,0.4,0.3,0.0,N/A,9,NO,0,NO,30,0
07/04/20,25,107,FHE4,F,26,36,1,27,0.4,0.3,2.0,0.3,5,NO,13,YES,16.66666667,332.2222222
07/04/20,25,108,FHE5,F,26,36,1,27,0.4,0.3,0.0,N/A,1,NO,49,NO,3.333333333,163.3333333
07/04/20,25,100,FHT1,F,26,36,1,27,0.4,0.3,10.0,0.3,N/A,N/A,87,YES,N/A,9956.666667
07/04/20,25,101,FHT2,F,26,36,1,27,0.4,0.3,10.0,0.3,N/A,N/A,85,YES,N/A,9727.777778
07/04/20,25,102,FHT3,F,26,36,1,27,0.4,0.3,10.0,0.3,N/A,N/A,79,YES,N/A,9041.111111
07/04/20,25,103,FHT4,F,26,36,1,27,0.4,0.3,10.0,0.3,N/A,N/A,46,YES,N/A,5264.444444
07/04/20,25,95,FLE1,F,26,36,1,27,0.1,0.3,0.0,N/A,1,NO,0,NO,3.333333333,0
07/04/20,25,96,FLE2,F,26,36,1,27,0.1,0.3,0.0,N/A,0,NO,0,NO,0,0
07/04/20,25,97,FLE3,F,26,36,1,27,0.1,0.3,0.0,N/A,0,NO,21,NO,0,70
07/04/20,25,98,FLE4,F,26,36,1,27,0.1,0.3,0.0,N/A,15,NO,0,NO,50,0
07/04/20,25,99,FLE5,F,26,36,1,27,0.1,0.3,0.0,N/A,0,NO,0,NO,0,0
07/04/20,25,91,FLT1,F,26,36,1,27,0.1,0.3,6.0,0.3,N/A,N/A,84,YES,N/A,5880
07/04/20,25,92,FLT2,F,26,36,1,27,0.1,0.3,6.0,0.3,N/A,N/A,47,YES,N/A,3290
07/04/20,25,93,FLT3,F,26,36,1,27,0.1,0.3,6.0,0.3,N/A,N/A,75,YES,N/A,5250
07/04/20,25,94,FLT4,F,26,36,1,27,0.1,0.3,6.0,0.3,N/A,N/A,82,YES,N/A,5740
07/06/20,27,14,AHE1,A,12,16,2,27,0.4,0.3,0.0,N/A,4,NO,25,NO,13.33333333,83.33333333
07/06/20,27,15,AHE2,A,12,16,2,27,0.4,0.3,0.0,N/A,3,NO,1,NO,10,3.333333333
07/06/20,27,16,AHE3,A,12,16,2,27,0.4,0.3,0.0,N/A,6,NO,0,NO,20,0
07/06/20,27,17,AHE4,A,12,16,2,27,0.4,0.3,0.0,N/A,14,NO,0,NO,46.66666667,0
07/06/20,27,18,AHE5,A,12,16,2,27,0.4,0.3,0.0,N/A,4,NO,0,NO,13.33333333,0
07/06/20,27,10,AHT1,A,12,16,2,27,0.4,0.3,12.0,0.3,N/A,N/A,38,YES,N/A,5193.333333
07/06/20,27,11,AHT2,A,12,16,2,27,0.4,0.3,12.0,0.3,N/A,N/A,37,YES,N/A,5056.666667
07/06/20,27,12,AHT3,A,12,16,2,27,0.4,0.3,12.0,0.3,N/A,N/A,71,YES,N/A,9703.333333
07/06/20,27,13,AHT4,A,12,16,2,27,0.4,0.3,12.0,0.3,N/A,N/A,49,YES,N/A,6696.666667
07/06/20,27,5,ALE1,A,12,16,2,27,0.1,0.3,0.0,N/A,0,NO,0,NO,0,0
07/06/20,27,6,ALE2,A,12,16,2,27,0.1,0.3,0.0,N/A,0,NO,0,NO,0,0
07/06/20,27,7,ALE3,A,12,16,2,27,0.1,0.3,0.0,N/A,8,NO,0,NO,26.66666667,0
07/06/20,27,8,ALE4,A,12,16,2,27,0.1,0.3,0.0,N/A,5,NO,0,NO,16.66666667,0
07/06/20,27,9,ALE5,A,12,16,2,27,0.1,0.3,0.0,N/A,6,NO,0,NO,20,0
07/06/20,27,1,ALT1,A,12,16,2,27,0.1,0.3,8.0,0.3,N/A,N/A,49,YES,N/A,4518.888889
07/06/20,27,2,ALT2,A,12,16,2,27,0.1,0.3,8.0,0.3,N/A,N/A,42,YES,N/A,3873.333333
07/06/20,27,3,ALT3,A,12,16,2,27,0.1,0.3,8.0,0.3,N/A,N/A,42,YES,N/A,3873.333333
07/06/20,27,4,ALT4,A,12,16,2,27,0.1,0.3,8.0,0.3,N/A,N/A,74,YES,N/A,6824.444444
07/06/20,27,32,BHE1,B,8,20,2,22,0.4,0.3,0.0,N/A,2,NO,0,NO,6.666666667,0
07/06/20,27,33,BHE2,B,8,20,2,22,0.4,0.3,0.0,N/A,1,NO,0,NO,3.333333333,0
07/06/20,27,34,BHE3,B,8,20,2,22,0.4,0.3,0.0,N/A,4,NO,0,NO,13.33333333,0
07/06/20,27,35,BHE4,B,8,20,2,22,0.4,0.3,0.0,N/A,0,NO,0,NO,0,0
07/06/20,27,36,BHE5,B,8,20,2,22,0.4,0.3,0.0,N/A,2,NO,0,NO,6.666666667,0
07/06/20,27,28,BHT1,B,8,20,2,22,0.4,0.3,12.0,0.3,N/A,N/A,68,YES,N/A,9293.333333
07/06/20,27,29,BHT2,B,8,20,2,22,0.4,0.3,12.0,0.3,N/A,N/A,67,YES,N/A,9156.666667
07/06/20,27,30,BHT3,B,8,20,2,22,0.4,0.3,12.0,0.3,N/A,N/A,78,YES,N/A,10660
07/06/20,27,31,BHT4,B,8,20,2,22,0.4,0.3,12.0,0.3,N/A,N/A,51,YES,N/A,6970
07/06/20,27,23,BLE1,B,8,20,2,22,0.1,0.3,0.0,N/A,0,NO,0,NO,0,0
07/06/20,27,24,BLE2,B,8,20,2,22,0.1,0.3,4.0,0.3,0,NO,34,YES,0,1624.444444
07/06/20,27,25,BLE3,B,8,20,2,22,0.1,0.3,0.0,N/A,0,NO,0,NO,0,0
07/06/20,27,26,BLE4,B,8,20,2,22,0.1,0.3,0.0,N/A,1,NO,0,NO,3.333333333,0
07/06/20,27,27,BLE5,B,8,20,2,22,0.1,0.3,0.0,N/A,3,NO,0,NO,10,0
07/06/20,27,19,BLT1,B,8,20,2,22,0.1,0.3,8.0,0.3,N/A,N/A,32,YES,N/A,2951.111111
07/06/20,27,20,BLT2,B,8,20,2,22,0.1,0.3,8.0,0.3,N/A,N/A,31,YES,N/A,2858.888889
07/06/20,27,21,BLT3,B,8,20,2,22,0.1,0.3,8.0,0.3,N/A,N/A,26,YES,N/A,2397.777778
07/06/20,27,22,BLT4,B,8,20,2,22,0.1,0.3,8.0,0.3,N/A,N/A,17,YES,N/A,1567.777778
06/22/20,13,53,CHE4,C,14,24,1,27,0.4,0.3,0.0,N/A,21,NO,0,NO,70,0
06/24/20,15,53,CHE4,C,16,24,1,27,0.4,0.3,0.0,N/A,6,NO,0,NO,20,0
06/26/20,17,53,CHE4,C,18,24,1,27,0.4,0.3,0.0,N/A,2,NO,7,NO,6.666666667,23.33333333
06/29/20,20,53,CHE4,C,21,24,1,27,0.4,0.3,0.0,N/A,2,NO,1,NO,6.666666667,3.333333333
07/01/20,22,53,CHE4,C,23,24,1,27,0.4,0.3,0.0,N/A,2,NO,0,NO,6.666666667,0
07/06/20,27,46,CHT1,C,4,24,2,22,0.4,0.3,12.0,0.3,N/A,N/A,33,YES,N/A,4510
07/06/20,27,47,CHT2,C,4,24,2,22,0.4,0.3,12.0,0.3,N/A,N/A,64,YES,N/A,8746.666667
07/06/20,27,48,CHT3,C,4,24,2,22,0.4,0.3,12.0,0.3,N/A,N/A,86,YES,N/A,11753.33333
07/06/20,27,49,CHT4,C,4,24,2,22,0.4,0.3,12.0,0.3,N/A,N/A,68,YES,N/A,9293.333333
07/03/20,24,53,CHE4,C,1,24,2,22,0.4,0.3,0.0,N/A,5,NO,0,NO,16.66666667,0
07/06/20,27,53,CHE4,C,4,24,2,22,0.4,0.3,0.0,N/A,2,NO,1,NO,6.666666667,3.333333333
07/08/20,29,53,CHE4,C,6,24,2,22,0.4,0.3,0.0,N/A,2,NO,1,NO,6.666666667,3.333333333
07/10/20,31,53,CHE4,C,8,24,2,22,0.4,0.3,0.0,N/A,5,NO,0,NO,16.66666667,0
07/13/20,34,53,CHE4,C,11,24,2,22,0.4,0.3,0.0,N/A,1,NO,1,NO,3.333333333,3.333333333
07/06/20,27,37,CLT1,C,4,24,2,22,0.1,0.3,8.0,0.3,N/A,N/A,80,YES,N/A,7377.777778
07/06/20,27,38,CLT2,C,4,24,2,22,0.1,0.3,8.0,0.3,N/A,N/A,66,YES,N/A,6086.666667
07/06/20,27,39,CLT3,C,4,24,2,22,0.1,0.3,8.0,0.3,N/A,N/A,38,YES,N/A,3504.444444
07/06/20,27,40,CLT4,C,4,24,2,22,0.1,0.3,8.0,0.3,N/A,N/A,28,YES,N/A,2582.222222
07/07/20,28,68,DHE1,D,1,28,2,22,0.4,0.3,0.0,N/A,2,NO,0,NO,6.666666667,0
07/07/20,28,69,DHE2,D,1,28,2,22,0.4,0.3,0.0,N/A,1,NO,2,NO,3.333333333,6.666666667
07/07/20,28,70,DHE3,D,1,28,2,22,0.4,0.3,0.0,N/A,13,NO,0,NO,43.33333333,0
07/07/20,28,71,DHE4,D,1,28,2,22,0.4,0.3,0.0,N/A,3,NO,0,NO,10,0
07/07/20,28,72,DHE5,D,1,28,2,22,0.4,0.3,0.0,N/A,4,NO,0,NO,13.33333333,0
07/07/20,28,64,DHT1,D,1,28,2,22,0.4,0.3,12.0,0.3,N/A,N/A,60,YES,N/A,8200
07/07/20,28,65,DHT2,D,1,28,2,22,0.4,0.3,12.0,0.3,N/A,N/A,76,YES,N/A,10386.66667
07/07/20,28,66,DHT3,D,1,28,2,22,0.4,0.3,12.0,0.3,N/A,N/A,61,YES,N/A,8336.666667
07/07/20,28,67,DHT4,D,1,28,2,22,0.4,0.3,12.0,0.3,N/A,N/A,75,YES,N/A,10250
07/07/20,28,59,DLE1,D,1,28,2,22,0.1,0.3,0.0,N/A,7,NO,0,NO,23.33333333,0
07/07/20,28,60,DLE2,D,1,28,2,22,0.1,0.3,0.0,N/A,1,NO,0,NO,3.333333333,0
07/07/20,28,61,DLE3,D,1,28,2,22,0.1,0.3,0.0,N/A,0,NO,22,NO,0,73.33333333
07/07/20,28,62,DLE4,D,1,28,2,22,0.1,0.3,0.0,N/A,2,NO,0,NO,6.666666667,0
07/07/20,28,63,DLE5,D,1,28,2,22,0.1,0.3,0.0,N/A,0,NO,0,NO,0,0
07/07/20,28,55,DLT1,D,1,28,2,22,0.1,0.3,8.0,0.3,N/A,N/A,12,YES,N/A,1106.666667
07/07/20,28,56,DLT2,D,1,28,2,22,0.1,0.3,8.0,0.3,N/A,N/A,47,YES,N/A,4334.444444
07/07/20,28,57,DLT3,D,1,28,2,22,0.1,0.3,8.0,0.3,N/A,N/A,26,YES,N/A,2397.777778
07/07/20,28,58,DLT4,D,1,28,2,22,0.1,0.3,8.0,0.3,N/A,N/A,58,YES,N/A,5348.888889
07/07/20,28,86,EHE1,E,29,32,1,27,0.4,0.3,0.0,N/A,1,NO,0,NO,3.333333333,0
07/07/20,28,87,EHE2,E,29,32,1,27,0.4,0.3,4.0,0.3,26,NO,17,YES,86.66666667,812.2222222
07/07/20,28,88,EHE3,E,29,32,1,27,0.4,0.3,0.0,N/A,2,NO,0,NO,6.666666667,0
07/07/20,28,89,EHE4,E,29,32,1,27,0.4,0.3,0.0,N/A,0,NO,0,NO,0,0
07/07/20,28,90,EHE5,E,29,32,1,27,0.4,0.3,0.0,N/A,3,NO,0,NO,10,0
07/07/20,28,82,EHT1,E,29,32,1,27,0.4,0.3,12.0,0.3,N/A,N/A,73,YES,N/A,9976.666667
07/07/20,28,83,EHT2,E,29,32,1,27,0.4,0.3,12.0,0.3,N/A,N/A,78,YES,N/A,10660
07/07/20,28,84,EHT3,E,29,32,1,27,0.4,0.3,12.0,0.3,N/A,N/A,28,YES,N/A,3826.666667
07/07/20,28,85,EHT4,E,29,32,1,27,0.4,0.3,12.0,0.3,N/A,N/A,64,YES,N/A,8746.666667
07/07/20,28,77,ELE1,E,29,32,1,27,0.1,0.3,0.0,N/A,0,NO,0,NO,0,0
07/07/20,28,78,ELE2,E,29,32,1,27,0.1,0.3,0.0,N/A,0,NO,0,NO,0,0
07/07/20,28,79,ELE3,E,29,32,1,27,0.1,0.3,0.0,N/A,5,NO,0,NO,16.66666667,0
07/07/20,28,80,ELE4,E,29,32,1,27,0.1,0.3,0.0,N/A,0,NO,0,NO,0,0
07/07/20,28,81,ELE5,E,29,32,1,27,0.1,0.3,0.0,N/A,4,NO,0,NO,13.33333333,0
07/07/20,28,73,ELT1,E,29,32,1,27,0.1,0.3,8.0,0.3,N/A,N/A,45,YES,N/A,4150
07/07/20,28,74,ELT2,E,29,32,1,27,0.1,0.3,8.0,0.3,N/A,N/A,50,YES,N/A,4611.111111
07/07/20,28,75,ELT3,E,29,32,1,27,0.1,0.3,8.0,0.3,N/A,N/A,29,YES,N/A,2674.444444
07/07/20,28,76,ELT4,E,29,32,1,27,0.1,0.3,8.0,0.3,N/A,N/A,20,YES,N/A,1844.444444
07/07/20,28,104,FHE1,F,29,36,1,27,0.4,0.3,10.0,0.3,2,NO,65,YES,6.666666667,7438.888889
07/07/20,28,105,FHE2,F,29,36,1,27,0.4,0.3,0.0,N/A,0,NO,0,NO,0,0
07/07/20,28,106,FHE3,F,29,36,1,27,0.4,0.3,0.0,N/A,4,NO,2,NO,13.33333333,6.666666667
07/07/20,28,107,FHE4,F,29,36,1,27,0.4,0.3,0.0,N/A,21,NO,0,NO,70,0
07/07/20,28,108,FHE5,F,29,36,1,27,0.4,0.3,2.0,0.3,0,NO,18,NO,0,60
07/07/20,28,100,FHT1,F,29,36,1,27,0.4,0.3,12.0,0.3,N/A,N/A,57,YES,N/A,7790
07/07/20,28,101,FHT2,F,29,36,1,27,0.4,0.3,12.0,0.3,N/A,N/A,75,YES,N/A,10250
07/07/20,28,102,FHT3,F,29,36,1,27,0.4,0.3,12.0,0.3,N/A,N/A,46,YES,N/A,6286.666667
07/07/20,28,103,FHT4,F,29,36,1,27,0.4,0.3,12.0,0.3,N/A,N/A,41,YES,N/A,5603.333333
07/07/20,28,95,FLE1,F,29,36,1,27,0.1,0.3,0.0,N/A,3,NO,0,NO,10,0
07/07/20,28,96,FLE2,F,29,36,1,27,0.1,0.3,0.0,N/A,0,NO,0,NO,0,0
07/07/20,28,97,FLE3,F,29,36,1,27,0.1,0.3,2.0,0.3,0,NO,18,YES,0,460
07/07/20,28,98,FLE4,F,29,36,1,27,0.1,0.3,2.0,0.3,8,NO,11,YES,26.66666667,281.1111111
07/07/20,28,99,FLE5,F,29,36,1,27,0.1,0.3,0.0,N/A,1,NO,0,NO,3.333333333,0
07/07/20,28,91,FLT1,F,29,36,1,27,0.1,0.3,8.0,0.3,N/A,N/A,59,YES,N/A,5441.111111
07/07/20,28,92,FLT2,F,29,36,1,27,0.1,0.3,8.0,0.3,N/A,N/A,42,YES,N/A,3873.333333
07/07/20,28,93,FLT3,F,29,36,1,27,0.1,0.3,8.0,0.3,N/A,N/A,75,YES,N/A,6916.666667
07/07/20,28,94,FLT4,F,29,36,1,27,0.1,0.3,8.0,0.3,N/A,N/A,69,YES,N/A,6363.333333
07/08/20,29,14,AHE1,A,14,16,2,27,0.4,0.3,0.0,N/A,50,NO,0,NO,166.6666667,0
07/08/20,29,15,AHE2,A,14,16,2,27,0.4,0.3,0.0,N/A,1,NO,21,NO,3.333333333,70
07/08/20,29,16,AHE3,A,14,16,2,27,0.4,0.3,0.0,N/A,5,NO,2,NO,16.66666667,6.666666667
07/08/20,29,17,AHE4,A,14,16,2,27,0.4,0.3,0.0,N/A,9,NO,0,NO,30,0
